53	20	5.0
251	23	4.869565217391305
515	26	4.846153846153846
25	26	4.8076923076923075
30	34	4.735294117647059
523	75	4.693333333333333
348	55	4.672727272727273
171	82	4.634146341463414
452	202	4.556930693069307
43	114	4.552631578947368
371	41	4.548780487804878
122	292	4.546232876712328
441	45	4.522222222222222
400	43	4.511627906976744
52	130	4.476923076923077
538	37	4.472972972972973
168	94	4.462765957446808
417	67	4.462686567164179
543	76	4.453947368421052
106	33	4.4393939393939394
319	35	4.428571428571429
601	101	4.425742574257426
413	56	4.410714285714286
475	155	4.409677419354839
188	48	4.395833333333333
12	32	4.390625
276	41	4.390243902439025
154	34	4.382352941176471
533	38	4.381578947368421
581	40	4.375
69	46	4.369565217391305
1	232	4.366379310344827
586	208	4.365384615384615
544	22	4.363636363636363
128	33	4.363636363636363
59	107	4.355140186915888
253	47	4.351063829787234
459	26	4.346153846153846
553	83	4.337349397590361
585	61	4.336065573770492
519	26	4.326923076923077
70	62	4.32258064516129
435	42	4.321428571428571
336	56	4.321428571428571
300	32	4.296875
93	97	4.288659793814433
532	50	4.28
74	177	4.271186440677966
49	21	4.261904761904762
80	167	4.2604790419161676
224	54	4.2592592592592595
291	31	4.258064516129032
246	204	4.252450980392157
398	46	4.25
164	36	4.25
169	269	4.24907063197026
362	109	4.243119266055046
209	35	4.242857142857143
162	38	4.2368421052631575
494	22	4.2272727272727275
250	27	4.222222222222222
340	28	4.214285714285714
573	299	4.212374581939799
17	105	4.20952380952381
337	77	4.207792207792208
79	64	4.203125
227	94	4.202127659574468
460	82	4.201219512195122
258	25	4.2
595	20	4.2
252	38	4.197368421052632
97	36	4.194444444444445
364	21	4.190476190476191
526	58	4.189655172413793
505	31	4.17741935483871
119	215	4.176744186046512
267	57	4.175438596491228
296	27	4.166666666666667
465	115	4.156521739130435
491	64	4.15625
72	45	4.155555555555556
458	59	4.1525423728813555
37	21	4.142857142857143
547	21	4.142857142857143
290	267	4.142322097378277
29	81	4.1419753086419755
243	36	4.138888888888889
568	23	4.130434782608695
221	331	4.126888217522659
511	52	4.125
572	155	4.122580645161291
443	37	4.121621621621622
472	29	4.120689655172414
527	167	4.119760479041916
439	21	4.119047619047619
389	34	4.117647058823529
105	722	4.116343490304709
407	22	4.113636363636363
584	83	4.108433734939759
421	37	4.108108108108108
550	28	4.107142857142857
327	48	4.104166666666667
201	110	4.1
189	20	4.1
548	26	4.096153846153846
562	231	4.093073593073593
408	141	4.092198581560283
178	77	4.090909090909091
35	23	4.086956521739131
275	403	4.086848635235732
415	94	4.085106382978723
62	366	4.081967213114754
210	138	4.079710144927536
186	226	4.079646017699115
556	32	4.078125
90	54	4.074074074074074
166	190	4.073684210526316
339	371	4.070080862533692
376	133	4.06390977443609
537	47	4.0638297872340425
95	168	4.0625
410	167	4.059880239520958
343	59	4.059322033898305
498	35	4.057142857142857
176	36	4.055555555555555
61	39	4.051282051282051
192	22	4.045454545454546
206	25	4.04
123	56	4.035714285714286
88	56	4.035714285714286
282	237	4.033755274261603
48	33	4.03030303030303
65	34	4.029411764705882
239	279	4.026881720430108
582	56	4.026785714285714
589	40	4.025
152	63	4.023809523809524
356	289	4.02076124567474
66	345	4.0202898550724635
486	56	4.017857142857143
326	152	4.016447368421052
495	265	4.009433962264151
405	120	4.008333333333334
302	32	4.0
39	100	4.0
46	42	4.0
569	20	4.0
554	89	4.0
540	42	4.0
77	29	4.0
450	51	4.0
378	48	4.0
273	55	4.0
124	50	3.99
108	76	3.986842105263158
429	58	3.9827586206896552
254	127	3.9803149606299213
241	76	3.9802631578947367
137	141	3.978723404255319
597	443	3.9774266365688487
587	165	3.9757575757575756
579	73	3.9726027397260273
67	36	3.9722222222222223
236	30	3.966666666666667
220	207	3.963768115942029
578	27	3.962962962962963
285	36	3.9583333333333335
204	83	3.9578313253012047
357	383	3.9569190600522193
574	23	3.9565217391304346
397	23	3.9565217391304346
87	21	3.9523809523809526
366	31	3.9516129032258065
2	29	3.9482758620689653
100	148	3.945945945945946
256	174	3.9454022988505746
399	36	3.9444444444444446
453	311	3.942122186495177
92	24	3.9375
196	32	3.9375
466	113	3.9292035398230087
86	70	3.9285714285714284
558	56	3.9285714285714284
305	677	3.9246676514032495
594	232	3.9245689655172415
129	140	3.9214285714285713
31	50	3.92
240	128	3.9140625
98	92	3.9130434782608696
377	131	3.9122137404580153
107	34	3.911764705882353
375	33	3.909090909090909
190	66	3.909090909090909
215	98	3.9081632653061225
103	377	3.907161803713528
303	53	3.9056603773584904
211	89	3.904494382022472
345	62	3.903225806451613
58	112	3.9017857142857144
280	196	3.9005102040816326
440	33	3.893939393939394
412	102	3.892156862745098
513	32	3.890625
96	78	3.8846153846153846
355	26	3.8846153846153846
488	111	3.8828828828828827
