356	Forrest Gump	329	4.164133738601824	5.0	0.5	(Comedy,Drama,Romance,War)	1994
318	Shawshank Redemption, The	317	4.429022082018927	5.0	1.0	(Crime,Drama)	1994
296	Pulp Fiction	307	4.197068403908795	5.0	0.5	(Comedy,Crime,Drama,Thriller)	1994
593	Silence of the Lambs, The	279	4.161290322580645	5.0	0.5	(Crime,Horror,Thriller)	1991
2571	Matrix, The	278	4.192446043165468	5.0	0.5	(Action,Sci-Fi,Thriller)	1999
260	Star Wars: Episode IV - A New Hope	251	4.231075697211155	5.0	0.5	(Action,Adventure,Sci-Fi)	1977
480	Jurassic Park	238	3.75	5.0	0.5	(Action,Adventure,Sci-Fi,Thriller)	1993
110	Braveheart	237	4.031645569620253	5.0	0.5	(Action,Drama,War)	1995
589	Terminator 2: Judgment Day	224	3.970982142857143	5.0	0.5	(Action,Sci-Fi)	1991
527	Schindler's List	220	4.225	5.0	0.5	(Drama,War)	1993
2959	Fight Club	218	4.272935779816514	5.0	0.5	(Action,Crime,Drama,Thriller)	1999
1	Toy Story	215	3.9209302325581397	5.0	0.5	(Adventure,Animation,Children,Comedy,Fantasy)	1995
1196	Star Wars: Episode V - The Empire Strikes Back	211	4.2156398104265405	5.0	0.5	(Action,Adventure,Sci-Fi)	1980
2858	American Beauty	204	4.056372549019608	5.0	0.5	(Drama,Romance)	1999
50	Usual Suspects, The	204	4.237745098039215	5.0	1.0	(Crime,Mystery,Thriller)	1995
47	Seven (a.k.a. Se7en)	203	3.9753694581280787	5.0	0.5	(Mystery,Thriller)	1995
780	Independence Day (a.k.a. ID4)	202	3.4455445544554455	5.0	0.5	(Action,Adventure,Sci-Fi,Thriller)	1996
150	Apollo 13	201	3.845771144278607	5.0	1.0	(Adventure,Drama,IMAX)	1995
1198	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)	200	4.2075	5.0	0.5	(Action,Adventure)	1981
4993	Lord of the Rings: The Fellowship of the Ring, The	198	4.106060606060606	5.0	0.5	(Adventure,Fantasy)	2001
1210	Star Wars: Episode VI - Return of the Jedi	196	4.137755102040816	5.0	1.0	(Action,Adventure,Sci-Fi)	1983
858	Godfather, The	192	4.2890625	5.0	1.0	(Crime,Drama)	1972
457	Fugitive, The	190	3.9921052631578946	5.0	0.5	(Thriller)	1993
592	Batman	189	3.4285714285714284	5.0	1.0	(Action,Crime,Thriller)	1989
5952	Lord of the Rings: The Two Towers, The	188	4.0212765957446805	5.0	0.5	(Adventure,Fantasy)	2002
2028	Saving Private Ryan	188	4.1462765957446805	5.0	0.5	(Action,Drama,War)	1998
7153	Lord of the Rings: The Return of the King, The	185	4.118918918918919	5.0	1.0	(Action,Adventure,Drama,Fantasy)	2003
588	Aladdin	183	3.7923497267759565	5.0	0.5	(Adventure,Animation,Children,Comedy,Musical)	1992
608	Fargo	181	4.116022099447513	5.0	2.0	(Comedy,Crime,Drama,Thriller)	1996
2762	Sixth Sense, The	179	3.893854748603352	5.0	0.5	(Drama,Horror,Mystery)	1999
380	True Lies	178	3.497191011235955	5.0	0.5	(Action,Adventure,Comedy,Romance,Thriller)	1994
32	Twelve Monkeys (a.k.a. 12 Monkeys)	177	3.983050847457627	5.0	1.0	(Mystery,Sci-Fi,Thriller)	1995
364	Lion King, The	172	3.941860465116279	5.0	1.0	(Adventure,Animation,Children,Drama,Musical,IMAX)	1994
